player_name,nationality,type,teams,year,sponsored_by,sold_price
Agnivesh Ayachi,,All-Rounder,Kings XI Punjab,2019,VIVO,2000000
Harpreet Brar,,All-Rounder,Kings XI Punjab,2019,VIVO,2000000
M. Ashwin,,Bowler,Kings XI Punjab,2019,VIVO,2000000
Carlos Brathwaite,,All-Rounder,Kolkata Knight Riders,2019,VIVO,50000000
Lockie Ferguson,,Bowler,Kolkata Knight Riders,2019,VIVO,16000000
Joe Denly,,Batsman,Kolkata Knight Riders,2019,VIVO,10000000
Harry Gurney,,Bowler,Kolkata Knight Riders,2019,VIVO,7500000
Nikhil Shankar Naik,,Wicket Keeper,Kolkata Knight Riders,2019,VIVO,2000000
Shrikant Mundhe,,All-Rounder,Kolkata Knight Riders,2019,VIVO,2000000
Prithvi Raj Yarra,,Bowler,Kolkata Knight Riders,2019,VIVO,2000000
Anrich Nortje,,Bowler,Kolkata Knight Riders,2019,VIVO,2000000
Barinder Singh Sran,,Bowler,Mumbai Indians,2019,VIVO,34000000
Lasith Malinga,,Bowler,Mumbai Indians,2019,VIVO,20000000
Yuvraj Singh,,All-Rounder,Mumbai Indians,2019,VIVO,10000000
Anmolpreet Singh,,Batsman,Mumbai Indians,2019,VIVO,8000000
Pankaj Jaswal,,All-Rounder,Mumbai Indians,2019,VIVO,2000000
Rasikh Dar,,Bowler,Mumbai Indians,2019,VIVO,2000000
Jaydev Unadkat,,Bowler,Rajasthan Royals,2019,VIVO,84000000
Varun Aaron,,Bowler,Rajasthan Royals,2019,VIVO,24000000
Oshane Thomas,,Bowler,Rajasthan Royals,2019,VIVO,11000000
Ashton Turner,,All-Rounder,Rajasthan Royals,2019,VIVO,5000000
Liam Livingstone,,All-Rounder,Rajasthan Royals,2019,VIVO,5000000
Shashank Singh,,All-Rounder,Rajasthan Royals,2019,VIVO,3000000
Riyan Parag,,All-Rounder,Rajasthan Royals,2019,VIVO,2000000
Manan Vohra,,Batsman,Rajasthan Royals,2019,VIVO,2000000
Shubham Ranjane,,All-Rounder,Rajasthan Royals,2019,VIVO,2000000
Shivam Dube,,All-Rounder,Royal Challengers Bangalore,2019,VIVO,50000000
Shimron Hetmyer,,Batsman,Royal Challengers Bangalore,2019,VIVO,42000000
Akshdeep Nath,,All-Rounder,Royal Challengers Bangalore,2019,VIVO,36000000
Prayas Ray Barman,,All-Rounder,Royal Challengers Bangalore,2019,VIVO,15000000
Himmat Singh,,Batsman,Royal Challengers Bangalore,2019,VIVO,6500000
Gurkeerat Singh Mann,,All-Rounder,Royal Challengers Bangalore,2019,VIVO,5000000
Heinrich Klaasen,,Wicket Keeper,Royal Challengers Bangalore,2019,VIVO,5000000
Devdutt Padikkal,,Batsman,Royal Challengers Bangalore,2019,VIVO,2000000
Milind Kumar,,All-Rounder,Royal Challengers Bangalore,2019,VIVO,2000000
Jonny Bairstow,,Wicket Keeper,Sunrisers Hyderabad,2019,VIVO,22000000
Wriddhiman Saha,,Wicket Keeper,Sunrisers Hyderabad,2019,VIVO,12000000
Martin Guptill,,Batsman,Sunrisers Hyderabad,2019,VIVO,10000000
Kedar Jadhav,,All-Rounder,Chennai Super Kings,2018,VIVO,78000000
Dwayne Bravo,,All-Rounder,Chennai Super Kings,2018,VIVO,64000000
Karn Sharma,,Bowler,Chennai Super Kings,2018,VIVO,50000000
Shane Watson,,All-Rounder,Chennai Super Kings,2018,VIVO,40000000
Shardul Narendra Thakur,,Bowler,Chennai Super Kings,2018,VIVO,26000000
Ambati Rayudu,,Wicket Keeper,Chennai Super Kings,2018,VIVO,22000000
Murali Vijay,,Batsman,Chennai Super Kings,2018,VIVO,20000000
Harbhajan Singh,,Bowler,Chennai Super Kings,2018,VIVO,20000000
Faf Du Plessis,,Batsman,Chennai Super Kings,2018,VIVO,16000000
Mark Wood,,Bowler,Chennai Super Kings,2018,VIVO,15000000
Sam Billings,,Wicket Keeper,Chennai Super Kings,2018,VIVO,10000000
Imran Tahir,,Bowler,Chennai Super Kings,2018,VIVO,10000000
Deepak Chahar,,All-Rounder,Chennai Super Kings,2018,VIVO,8000000
Mitchell Santner,,All-Rounder,Chennai Super Kings,2018,VIVO,5000000
Lungisani Ngidi,,Bowler,Chennai Super Kings,2018,VIVO,5000000
Asif K M,,Bowler,Chennai Super Kings,2018,VIVO,4000000
N Jagadeesan,,Wicket Keeper,Chennai Super Kings,2018,VIVO,2000000
Kanishk Seth,,All-Rounder,Chennai Super Kings,2018,VIVO,2000000
Monu Singh,,Bowler,Chennai Super Kings,2018,VIVO,2000000
Dhruv Shorey,,All-Rounder,Chennai Super Kings,2018,VIVO,2000000
Kshitiz Sharma,,All-Rounder,Chennai Super Kings,2018,VIVO,2000000
Chaitanya Bishnoi,,All-Rounder,Chennai Super Kings,2018,VIVO,2000000
Glenn Maxwell,,All-Rounder,Delhi Daredevils,2018,VIVO,90000000
Kagiso Rabada,,Bowler,Delhi Daredevils,2018,VIVO,42000000
Amit Mishra,,Bowler,Delhi Daredevils,2018,VIVO,40000000
Shahbaz Nadeem,,Bowler,Delhi Daredevils,2018,VIVO,32000000
Vijay Shankar,,All-Rounder,Delhi Daredevils,2018,VIVO,32000000
Rahul Tewatia,,All-Rounder,Delhi Daredevils,2018,VIVO,30000000
Mohammad Shami,,Bowler,Delhi Daredevils,2018,VIVO,30000000
Gautam Gambhir,,Batsman,Delhi Daredevils,2018,VIVO,28000000
Trent Boult,,Bowler,Delhi Daredevils,2018,VIVO,22000000
Colin Munro,,All-Rounder,Delhi Daredevils,2018,VIVO,19000000
Daniel Christian,,All-Rounder,Delhi Daredevils,2018,VIVO,15000000
Jason Roy,,Batsman,Delhi Daredevils,2018,VIVO,15000000
Naman Ojha,,Wicket Keeper,Delhi Daredevils,2018,VIVO,14000000
Prithvi Shaw,,Batsman,Delhi Daredevils,2018,VIVO,12000000
Gurkeerat Singh Mann,,All-Rounder,Delhi Daredevils,2018,VIVO,7500000
Avesh Khan,,Bowler,Delhi Daredevils,2018,VIVO,7000000
Abhishek Sharma,,All-Rounder,Delhi Daredevils,2018,VIVO,5500000
Jayant Yadav,,All-Rounder,Delhi Daredevils,2018,VIVO,5000000
Harshal Patel,,All-Rounder,Delhi Daredevils,2018,VIVO,2000000
Manjot Kalra,,Batsman,Delhi Daredevils,2018,VIVO,2000000
Sandeep Lamichhane,,Bowler,Delhi Daredevils,2018,VIVO,2000000
Sayan Ghosh,,Bowler,Delhi Daredevils,2018,VIVO,2000000
KL Rahul,,Batsman,Kings XI Punjab,2018,VIVO,110000000
Ravichandran Ashwin,,All-Rounder,Kings XI Punjab,2018,VIVO,76000000
Andrew Tye,,Bowler,Kings XI Punjab,2018,VIVO,72000000
Aaron Finch,,Batsman,Kings XI Punjab,2018,VIVO,62000000
Marcus Stoinis,,All-Rounder,Kings XI Punjab,2018,VIVO,62000000
Karun Nair,,Batsman,Kings XI Punjab,2018,VIVO,56000000
Mujeeb Zadran,,Bowler,Kings XI Punjab,2018,VIVO,40000000
Ankit Singh Rajpoot,,Bowler,Kings XI Punjab,2018,VIVO,30000000
David Miller,,Batsman,Kings XI Punjab,2018,VIVO,30000000
Mohit Sharma,,Bowler,Kings XI Punjab,2018,VIVO,24000000
Barinder Singh Sran,,Bowler,Kings XI Punjab,2018,VIVO,22000000
Yuvraj Singh,,All-Rounder,Kings XI Punjab,2018,VIVO,20000000
Christopher Gayle,,Batsman,Kings XI Punjab,2018,VIVO,20000000
Ben Dwarshuis,,Bowler,Kings XI Punjab,2018,VIVO,14000000
Akshdeep Nath,,All-Rounder,Kings XI Punjab,2018,VIVO,10000000
Manoj Tiwary,,Batsman,Kings XI Punjab,2018,VIVO,10000000
Mayank Agarwal,,Batsman,Kings XI Punjab,2018,VIVO,10000000
Manzoor Dar,,All-Rounder,Kings XI Punjab,2018,VIVO,2000000
Pardeep Sahu,,Bowler,Kings XI Punjab,2018,VIVO,2000000
Mayank Dagar,,All-Rounder,Kings XI Punjab,2018,VIVO,2000000
Chris Lynn,,Batsman,Kolkata Knight Riders,2018,VIVO,96000000
Mitchell Starc,,Bowler,Kolkata Knight Riders,2018,VIVO,94000000
Dinesh Karthik,,Wicket Keeper,Kolkata Knight Riders,2018,VIVO,74000000
Robin Uthappa,,Wicket Keeper,Kolkata Knight Riders,2018,VIVO,64000000
Kuldeep Singh Yadav,,Bowler,Kolkata Knight Riders,2018,VIVO,58000000
Piyush Chawla,,Bowler,Kolkata Knight Riders,2018,VIVO,42000000
Nitish Rana,,All-Rounder,Kolkata Knight Riders,2018,VIVO,34000000
Kamlesh Nagarkoti,,All-Rounder,Kolkata Knight Riders,2018,VIVO,32000000
Shivam Mavi,,All-Rounder,Kolkata Knight Riders,2018,VIVO,30000000
Mitchell Johnson,,Bowler,Kolkata Knight Riders,2018,VIVO,20000000
Shubman Gill,,Batsman,Kolkata Knight Riders,2018,VIVO,18000000
Ranganath Vinay Kumar,,Bowler,Kolkata Knight Riders,2018,VIVO,10000000
Rinku Singh,,Batsman,Kolkata Knight Riders,2018,VIVO,8000000
Cameron Delport,,All-Rounder,Kolkata Knight Riders,2018,VIVO,3000000
Javon Searless,,All-Rounder,Kolkata Knight Riders,2018,VIVO,3000000
Apoorv Vijay Wankhade,,Batsman,Kolkata Knight Riders,2018,VIVO,2000000
Ishank Jaggi,,Batsman,Kolkata Knight Riders,2018,VIVO,2000000
Krunal Pandya,,All-Rounder,Mumbai Indians,2018,VIVO,88000000
Ishan Kishan,,Wicket Keeper,Mumbai Indians,2018,VIVO,62000000
Kieron Pollard,,All-Rounder,Mumbai Indians,2018,VIVO,54000000
Pat Cummins,,Bowler,Mumbai Indians,2018,VIVO,54000000
Evin Lewis,,Batsman,Mumbai Indians,2018,VIVO,38000000
Suryakumar Yadav,,Batsman,Mumbai Indians,2018,VIVO,32000000
Ben Cutting,,All-Rounder,Mumbai Indians,2018,VIVO,22000000
Mustafizur Rahman,,Bowler,Mumbai Indians,2018,VIVO,22000000
Rahul Chahar,,Bowler,Mumbai Indians,2018,VIVO,19000000
Pradeep Sangwan,,Bowler,Mumbai Indians,2018,VIVO,15000000
Jason Behrendorff,,Bowler,Mumbai Indians,2018,VIVO,15000000
Jean-Paul Duminy,,All-Rounder,Mumbai Indians,2018,VIVO,10000000
Saurabh Tiwary,,Batsman,Mumbai Indians,2018,VIVO,8000000
Tajinder Dhillon,,All-Rounder,Mumbai Indians,2018,VIVO,5500000
Akila Dhananjaya,,Bowler,Mumbai Indians,2018,VIVO,5000000
Nidheesh M D Dinesan,,Bowler,Mumbai Indians,2018,VIVO,2000000
Aditya Tare,,Wicket Keeper,Mumbai Indians,2018,VIVO,2000000
Siddhesh Dinesh Lad,,Batsman,Mumbai Indians,2018,VIVO,2000000
Mayank Markande,,Bowler,Mumbai Indians,2018,VIVO,2000000
Sharad Lumba,,Batsman,Mumbai Indians,2018,VIVO,2000000
Anukul Roy,,All-Rounder,Mumbai Indians,2018,VIVO,2000000
Mohsin Khan,,Bowler,Mumbai Indians,2018,VIVO,2000000
Benjamin Stokes,,All-Rounder,Rajasthan Royals,2018,VIVO,125000000
Jaydev Unadkat,,Bowler,Rajasthan Royals,2018,VIVO,115000000
Sanju Samson,,Wicket Keeper,Rajasthan Royals,2018,VIVO,80000000
Jofra Archer,,All-Rounder,Rajasthan Royals,2018,VIVO,72000000
Krishnappa Gowtham,,Bowler,Rajasthan Royals,2018,VIVO,62000000
Jos Buttler,,Wicket Keeper,Rajasthan Royals,2018,VIVO,44000000
Ajinkya Rahane,,Batsman,Rajasthan Royals,2018,VIVO,40000000
Darcy Short,,All-Rounder,Rajasthan Royals,2018,VIVO,40000000
Rahul Tripathi,,Batsman,Rajasthan Royals,2018,VIVO,34000000
Dhawal Kulkarni,,Bowler,Rajasthan Royals,2018,VIVO,7500000
Zahir Khan Pakteen,,Bowler,Rajasthan Royals,2018,VIVO,6000000
Ben Laughlin,,Bowler,Rajasthan Royals,2018,VIVO,5000000
Stuart Binny,,All-Rounder,Rajasthan Royals,2018,VIVO,5000000
Dushmantha Chameera,,Bowler,Rajasthan Royals,2018,VIVO,5000000
Anureet Singh,,Bowler,Rajasthan Royals,2018,VIVO,3000000
Aryaman Vikram Birla,,All-Rounder,Rajasthan Royals,2018,VIVO,3000000
Midhun S,,All-Rounder,Rajasthan Royals,2018,VIVO,2000000
Shreyas Gopal,,All-Rounder,Rajasthan Royals,2018,VIVO,2000000
Prashant Chopra,,Wicket Keeper,Rajasthan Royals,2018,VIVO,2000000
Jatin Saxena,,All-Rounder,Rajasthan Royals,2018,VIVO,2000000
Ankit Sharma,,All-Rounder,Rajasthan Royals,2018,VIVO,2000000
Mahipal Lomror,,All-Rounder,Rajasthan Royals,2018,VIVO,2000000
Chris Woakes,,All-Rounder,Royal Challengers Bangalore,2018,VIVO,74000000
Yuzvendra Singh Chahal,,Bowler,Royal Challengers Bangalore,2018,VIVO,60000000
Umesh Yadav,,Bowler,Royal Challengers Bangalore,2018,VIVO,42000000
Brendon McCullum,,Batsman,Royal Challengers Bangalore,2018,VIVO,36000000
M.S. Washington Sundar,,All-Rounder,Royal Challengers Bangalore,2018,VIVO,32000000
Navdeep Saini,,Bowler,Royal Challengers Bangalore,2018,VIVO,30000000
Quinton De Kock,,Wicket Keeper,Royal Challengers Bangalore,2018,VIVO,28000000
Mohammed Siraj,,Bowler,Royal Challengers Bangalore,2018,VIVO,26000000
Nathan Coulter-Nile,,Bowler,Royal Challengers Bangalore,2018,VIVO,22000000
Colin De Grandhomme,,All-Rounder,Royal Challengers Bangalore,2018,VIVO,22000000
M. Ashwin,,Bowler,Royal Challengers Bangalore,2018,VIVO,22000000
Parthiv Patel,,Wicket Keeper,Royal Challengers Bangalore,2018,VIVO,17000000
Moeen Ali,,All-Rounder,Royal Challengers Bangalore,2018,VIVO,17000000
Mandeep Singh,,All-Rounder,Royal Challengers Bangalore,2018,VIVO,14000000
Manan Vohra,,Batsman,Royal Challengers Bangalore,2018,VIVO,11000000
Pawan Negi,,All-Rounder,Royal Challengers Bangalore,2018,VIVO,10000000
Tim Southee,,Bowler,Royal Challengers Bangalore,2018,VIVO,10000000
Kulwant Khejroliya,,Bowler,Royal Challengers Bangalore,2018,VIVO,8500000
Aniket Choudhary,,Bowler,Royal Challengers Bangalore,2018,VIVO,3000000
Pavan Deshpande,,All-Rounder,Royal Challengers Bangalore,2018,VIVO,2000000
Anirudha Ashok Joshi,,All-Rounder,Royal Challengers Bangalore,2018,VIVO,2000000
Manish Pandey,,Batsman,Sunrisers Hyderabad,2018,VIVO,110000000
Rashid Khan Arman,,Bowler,Sunrisers Hyderabad,2018,VIVO,90000000
Shikhar Dhawan,,Batsman,Sunrisers Hyderabad,2018,VIVO,52000000
Wriddhiman Saha,,Wicket Keeper,Sunrisers Hyderabad,2018,VIVO,50000000
Siddarth Kaul,,Bowler,Sunrisers Hyderabad,2018,VIVO,38000000
Deepak Hooda,,All-Rounder,Sunrisers Hyderabad,2018,VIVO,36000000
Syed Khaleel Ahmed,,Bowler,Sunrisers Hyderabad,2018,VIVO,30000000
Sandeep Sharma,,Bowler,Sunrisers Hyderabad,2018,VIVO,30000000
Kane Williamson,,Batsman,Sunrisers Hyderabad,2018,VIVO,30000000
Carlos Brathwaite,,All-Rounder,Sunrisers Hyderabad,2018,VIVO,20000000
Shakib Al Hasan,,All-Rounder,Sunrisers Hyderabad,2018,VIVO,20000000
Yusuf Pathan,,All-Rounder,Sunrisers Hyderabad,2018,VIVO,19000000
Shreevats Goswami,,Wicket Keeper,Sunrisers Hyderabad,2018,VIVO,10000000
Mohammad Nabi,,All-Rounder,Sunrisers Hyderabad,2018,VIVO,10000000
Chris Jordan,,All-Rounder,Sunrisers Hyderabad,2018,VIVO,10000000
Basil Thampi,,Bowler,Sunrisers Hyderabad,2018,VIVO,9500000
Billy Stanlake,,Batsman,Sunrisers Hyderabad,2018,VIVO,5000000
T Natarajan,,Bowler,Sunrisers Hyderabad,2018,VIVO,4000000
Sachin Baby,,Batsman,Sunrisers Hyderabad,2018,VIVO,2000000
Bipul Sharma,,All-Rounder,Sunrisers Hyderabad,2018,VIVO,2000000
Syed Mehdi Hasan,,All-Rounder,Sunrisers Hyderabad,2018,VIVO,2000000
Ricky Bhui,,Batsman,Sunrisers Hyderabad,2018,VIVO,2000000
Tanmay Agarwal,,Batsman,Sunrisers Hyderabad,2018,VIVO,2000000
Kagiso Rabada,,Bowler,Delhi Daredevils,2017,VIVO,50000000
Patrick Cummins,,Bowler,Delhi Daredevils,2017,VIVO,45000000
Angelo Mathews,,All-Rounder,Delhi Daredevils,2017,VIVO,20000000
Corey Anderson,,All-Rounder,Delhi Daredevils,2017,VIVO,10000000
M. Ashwin,,Bowler,Delhi Daredevils,2017,VIVO,10000000
Aditya Tare,,Wicket Keeper,Delhi Daredevils,2017,VIVO,2500000
Ankeet Bawane,,Batsman,Delhi Daredevils,2017,VIVO,1000000
Navdeep Saini,,Bowler,Delhi Daredevils,2017,VIVO,1000000
Shashank Singh,,All-Rounder,Delhi Daredevils,2017,VIVO,1000000
Jason Roy,,Batsman,Gujarat Lions,2017,VIVO,10000000
Basil Thampi,,Bowler,Gujarat Lions,2017,VIVO,8500000
Manpreet Gony,,Bowler,Gujarat Lions,2017,VIVO,6000000
Nathu Singh,,Bowler,Gujarat Lions,2017,VIVO,5000000
Munaf Patel,,Bowler,Gujarat Lions,2017,VIVO,3000000
Akshdeep Nath,,All-Rounder,Gujarat Lions,2017,VIVO,1000000
Shubam Agrawal,,All-Rounder,Gujarat Lions,2017,VIVO,1000000
Tejas Singh Baroka,,Bowler,Gujarat Lions,2017,VIVO,1000000
Chirag Suri,,Batsman,Gujarat Lions,2017,VIVO,1000000
Pratham Singh,,All-Rounder,Gujarat Lions,2017,VIVO,1000000
Shelley Shaurya,,Bowler,Gujarat Lions,2017,VIVO,1000000
T Natarajan,,Bowler,Kings XI Punjab,2017,VIVO,30000000
Varun Aaron,,Bowler,Kings XI Punjab,2017,VIVO,28000000
Eoin Morgan,,Batsman,Kings XI Punjab,2017,VIVO,20000000
Matt Henry,,Bowler,Kings XI Punjab,2017,VIVO,5000000
Martin Guptill,,Batsman,Kings XI Punjab,2017,VIVO,5000000
Darren Sammy,,All-Rounder,Kings XI Punjab,2017,VIVO,3000000
Rahul Tewatia,,All-Rounder,Kings XI Punjab,2017,VIVO,2500000
Rinku Singh,,Batsman,Kings XI Punjab,2017,VIVO,1000000
Trent Boult,,Bowler,Kolkata Knight Riders,2017,VIVO,50000000
Chris Woakes,,All-Rounder,Kolkata Knight Riders,2017,VIVO,42000000
Nathan Coulter-Nile,,Bowler,Kolkata Knight Riders,2017,VIVO,35000000
Rishi Dhawan,,All-Rounder,Kolkata Knight Riders,2017,VIVO,5500000
Darren Bravo,,Batsman,Kolkata Knight Riders,2017,VIVO,5000000
Rovman Powell,,All-Rounder,Kolkata Knight Riders,2017,VIVO,3000000
Sayan Ghosh,,Bowler,Kolkata Knight Riders,2017,VIVO,1000000
R. Sanjay Yadav,,All-Rounder,Kolkata Knight Riders,2017,VIVO,1000000
Ishank Jaggi,,Batsman,Kolkata Knight Riders,2017,VIVO,1000000
Karn Sharma,,All-Rounder,Mumbai Indians,2017,VIVO,32000000
Krishnappa Gowtham,,All-Rounder,Mumbai Indians,2017,VIVO,20000000
Mitchell Johnson,,Bowler,Mumbai Indians,2017,VIVO,20000000
Asela Gunarathna,,Batsman,Mumbai Indians,2017,VIVO,3000000
Saurabh Tiwary,,Batsman,Mumbai Indians,2017,VIVO,3000000
Nicolas Pooran,,Wicket Keeper,Mumbai Indians,2017,VIVO,3000000
Kulwant Khejroliya,,Bowler,Mumbai Indians,2017,VIVO,1000000
Benjamin Stokes,,All-Rounder,Rising Pune Supergiant,2017,VIVO,145000000
Daniel Christian,,All-Rounder,Rising Pune Supergiant,2017,VIVO,10000000
Manoj Tiwary,,Batsman,Rising Pune Supergiant,2017,VIVO,5000000
Lockie Ferguson,,Bowler,Rising Pune Supergiant,2017,VIVO,5000000
Jaydev Unadkat,,Bowler,Rising Pune Supergiant,2017,VIVO,3000000
Rahul Chahar,,Bowler,Rising Pune Supergiant,2017,VIVO,1000000
Saurabh Kumar,,Bowler,Rising Pune Supergiant,2017,VIVO,1000000
Milind Tandon,,All-Rounder,Rising Pune Supergiant,2017,VIVO,1000000
Rahul Ajay Tripathi,,All-Rounder,Rising Pune Supergiant,2017,VIVO,1000000
Tymal Mills,,Bowler,Royal Challengers Bangalore,2017,VIVO,120000000
Aniket Choudhary,,Bowler,Royal Challengers Bangalore,2017,VIVO,20000000
Pawan Negi,,All-Rounder,Royal Challengers Bangalore,2017,VIVO,10000000
Billy Stanlake,,Bowler,Royal Challengers Bangalore,2017,VIVO,3000000
Praveen Dubey,,All-Rounder,Royal Challengers Bangalore,2017,VIVO,1000000
Rashid Khan Arman,,Bowler,Sunrisers Hyderabad,2017,VIVO,40000000
Mohammed Siraj,,Bowler,Sunrisers Hyderabad,2017,VIVO,26000000
Eklavya Dwivedi,,Wicket Keeper,Sunrisers Hyderabad,2017,VIVO,7500000
Chris Jordan,,All-Rounder,Sunrisers Hyderabad,2017,VIVO,5000000
Mohammad Nabi,,All-Rounder,Sunrisers Hyderabad,2017,VIVO,3000000
Ben Laughlin,,Bowler,Sunrisers Hyderabad,2017,VIVO,3000000
Pravin Tambe,,Bowler,Sunrisers Hyderabad,2017,VIVO,1000000
Tanmay Agarwal,,Batsman,Sunrisers Hyderabad,2017,VIVO,1000000
Pawan Negi,,All-Rounder,Delhi Daredevils,2016,VIVO,85000000
Christopher Morris,,All-Rounder,Delhi Daredevils,2016,VIVO,70000000
Sanju Samson,,Wicket Keeper,Delhi Daredevils,2016,VIVO,42000000
Carlos Brathwaite,,All-Rounder,Delhi Daredevils,2016,VIVO,42000000
Karun Nair,,Batsman,Delhi Daredevils,2016,VIVO,40000000
Rishabh Pant,,Wicket Keeper,Delhi Daredevils,2016,VIVO,19000000
Joel Paris,,Bowler,Delhi Daredevils,2016,VIVO,3000000
Sam Billings,,Wicket Keeper,Delhi Daredevils,2016,VIVO,3000000
Chama Milind,,Bowler,Delhi Daredevils,2016,VIVO,1000000
Pratyush Singh,,All-Rounder,Delhi Daredevils,2016,VIVO,1000000
Mahipal Lomror,,All-Rounder,Delhi Daredevils,2016,VIVO,1000000
Syed Khaleel Ahmed,,All-Rounder,Delhi Daredevils,2016,VIVO,1000000
Akhil Arvind Herwadkar,,All-Rounder,Delhi Daredevils,2016,VIVO,1000000
Pawan Suyal,,Bowler,Delhi Daredevils,2016,VIVO,1000000
Praveen Kumar,,Bowler,Gujarat Lions,2016,VIVO,35000000
Dale Steyn,,Bowler,Gujarat Lions,2016,VIVO,23000000
Dinesh Karthik,,Wicket Keeper,Gujarat Lions,2016,VIVO,23000000
Dwayne Smith,,All-Rounder,Gujarat Lions,2016,VIVO,23000000
Dhawal Kulkarni,,Bowler,Gujarat Lions,2016,VIVO,20000000
Aaron Finch,,Batsman,Gujarat Lions,2016,VIVO,10000000
Eklavya Dwivedi,,Wicket Keeper,Gujarat Lions,2016,VIVO,10000000
Andrew Tye,,All-Rounder,Gujarat Lions,2016,VIVO,5000000
Ishan Kishan,,Wicket Keeper,Gujarat Lions,2016,VIVO,3500000
Jaydev Shah,,All-Rounder,Gujarat Lions,2016,VIVO,2000000
Shadab Jakati,,All-Rounder,Gujarat Lions,2016,VIVO,2000000
Pravin Tambe,,Bowler,Gujarat Lions,2016,VIVO,2000000
Pradeep Sangwan,,All-Rounder,Gujarat Lions,2016,VIVO,2000000
Amit Mishra,,Bowler,Gujarat Lions,2016,VIVO,1000000
Shivil Kaushik,,Bowler,Gujarat Lions,2016,VIVO,1000000
Akshdeep Nath,,All-Rounder,Gujarat Lions,2016,VIVO,1000000
Sarabjit Ladda,,Bowler,Gujarat Lions,2016,VIVO,1000000
Umang Sharma,,Batsman,Gujarat Lions,2016,VIVO,1000000
Paras Dogra,,Batsman,Gujarat Lions,2016,VIVO,1000000
Mohit Sharma,,Bowler,Kings XI Punjab,2016,VIVO,65000000
Kyle Abbott,,Bowler,Kings XI Punjab,2016,VIVO,21000000
K.C. Cariappa,,Bowler,Kings XI Punjab,2016,VIVO,8000000
Marcus Stoinis,,All-Rounder,Kings XI Punjab,2016,VIVO,5500000
Farhaan Behardien,,All-Rounder,Kings XI Punjab,2016,VIVO,3000000
Pardeep Sahu,,All-Rounder,Kings XI Punjab,2016,VIVO,1000000
Armaan Jaffer,,Batsman,Kings XI Punjab,2016,VIVO,1000000
Swapnil Singh,,All-Rounder,Kings XI Punjab,2016,VIVO,1000000
Jaydev Unadkat,,Bowler,Kolkata Knight Riders,2016,VIVO,16000000
Ankit Singh Rajpoot,,Bowler,Kolkata Knight Riders,2016,VIVO,15000000
John Hastings,,Bowler,Kolkata Knight Riders,2016,VIVO,13000000
Jason Holder,,All-Rounder,Kolkata Knight Riders,2016,VIVO,7000000
Colin Munro,,All-Rounder,Kolkata Knight Riders,2016,VIVO,3000000
Rajagopal Sathish,,All-Rounder,Kolkata Knight Riders,2016,VIVO,2000000
Manan Ajay Sharma,,All-Rounder,Kolkata Knight Riders,2016,VIVO,1000000
Jos Buttler,,Wicket Keeper,Mumbai Indians,2016,VIVO,38000000
Nathu Singh,,Bowler,Mumbai Indians,2016,VIVO,32000000
Tim Southee,,Bowler,Mumbai Indians,2016,VIVO,25000000
Krunal Pandya,,All-Rounder,Mumbai Indians,2016,VIVO,20000000
Kishore Pramod Kamath,,All-Rounder,Mumbai Indians,2016,VIVO,14000000
Deepak Punia,,All-Rounder,Mumbai Indians,2016,VIVO,1000000
Jitesh Sharma,,Wicket Keeper,Mumbai Indians,2016,VIVO,1000000
Mitchell Marsh,,All-Rounder,Rising Pune Supergiant,2016,VIVO,48000000
M. Ashwin,,Bowler,Rising Pune Supergiant,2016,VIVO,45000000
Ishant Sharma,,Bowler,Rising Pune Supergiant,2016,VIVO,38000000
Kevin Pietersen,,Batsman,Rising Pune Supergiant,2016,VIVO,35000000
Irfan Pathan,,All-Rounder,Rising Pune Supergiant,2016,VIVO,10000000
Thisara Perera,,All-Rounder,Rising Pune Supergiant,2016,VIVO,10000000
Rajat Bhatia,,All-Rounder,Rising Pune Supergiant,2016,VIVO,6000000
Ashok Dinda,,Bowler,Rising Pune Supergiant,2016,VIVO,5000000
Scott Boland,,Bowler,Rising Pune Supergiant,2016,VIVO,5000000
Peter Handscomb,,Wicket Keeper,Rising Pune Supergiant,2016,VIVO,3000000
Rudra Pratap Singh,,Bowler,Rising Pune Supergiant,2016,VIVO,3000000
Adam Zampa,,Bowler,Rising Pune Supergiant,2016,VIVO,3000000
Ishwar Chandra Pandey,,Bowler,Rising Pune Supergiant,2016,VIVO,2000000
Deepak Chahar,,All-Rounder,Rising Pune Supergiant,2016,VIVO,1000000
Jaskaran Singh,,Bowler,Rising Pune Supergiant,2016,VIVO,1000000
Baba Aparajith,,All-Rounder,Rising Pune Supergiant,2016,VIVO,1000000
Ankush Bains,,Wicket Keeper,Rising Pune Supergiant,2016,VIVO,1000000
Ankit Sharma,,All-Rounder,Rising Pune Supergiant,2016,VIVO,1000000
Shane Watson,,All-Rounder,Royal Challengers Bangalore,2016,VIVO,95000000
Stuart Binny,,All-Rounder,Royal Challengers Bangalore,2016,VIVO,20000000
Kane Richardson,,Bowler,Royal Challengers Bangalore,2016,VIVO,20000000
Samuel Badree,,Bowler,Royal Challengers Bangalore,2016,VIVO,5000000
Travis Head,,Batsman,Royal Challengers Bangalore,2016,VIVO,5000000
Praveen Dubey,,All-Rounder,Royal Challengers Bangalore,2016,VIVO,3500000
Vikramjeet Malik,,Bowler,Royal Challengers Bangalore,2016,VIVO,2000000
Akshay Karnewar,,All-Rounder,Royal Challengers Bangalore,2016,VIVO,1000000
